Label	phylum	class	order	family	genus	species
u42123	Kitrinoviricota	.	.	.	.	.
u42131	.	.	.	.	.	.
u42156	.	.	.	.	.	.
u42157	.	.	.	.	.	.
u42165	Pisuviricota	.	.	.	.	.
u42166	.	.	.	.	.	.
u42204	Pisuviricota	.	.	.	.	.
u42209	Pisuviricota	Pisoniviricetes	.	.	.	.
u42210	.	.	.	.	.	.
u42214	Kitrinoviricota	.	.	.	.	.
u42221	Kitrinoviricota	.	.	.	.	.
u42223	Pisuviricota	.	.	.	.	.
u42231	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Potato cyst nematode picorna-like virus
u42235	.	.	.	.	.	.
u42237	.	.	.	.	.	.
u42242	Pisuviricota	.	.	.	.	.
u42268	Pisuviricota_Kitrinoviricota	Tolucaviricetes_Pisoniviricetes	Tolivirales	.	.	.
u42274	Duplornaviricota	.	.	.	.	.
u42290	.	.	.	.	.	.
u42320	Kitrinoviricota_Pisuviricota	Magsaviricetes	Nodamuvirales	.	.	.
u42348	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Magsaviricetes	Nodamuvirales	.	.	.
u42370	Pisuviricota	Pisoniviricetes	.	.	.	.
u42372	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u42373	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u42385	Lenarviricota	Miaviricetes_Amabiliviricetes	.	.	.	.
u42497	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	.	Yongsan iflavirus 1
u42498	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u42721	Kitrinoviricota	Alsuviricetes	Hepelivirales	Matonaviridae	Rubivirus	Rubella virus_Rustrela virus
u42788	Negarnaviricota_Artverviricota	Monjiviricetes_Revtraviricetes	Mononegavirales_Ortervirales	Rhabdoviridae_Caulimoviridae_Nyamiviridae	Cytorhabdovirus_Badnavirus_Nyavirus	Barley yellow striate mosaic cytorhabdovirus_Cacao swollen shoot Togo A virus_Rondonia rhabdovirus
u42793	.	.	.	.	.	.
u42794	.	.	.	.	.	.
u42802	.	.	.	.	.	.
u42805	.	.	.	.	.	.
u42806	.	.	.	.	.	.
u42808	.	.	.	.	.	.
u42809	.	.	.	.	.	.
u42810	.	.	.	.	.	.
u42811	Kitrinoviricota	.	.	.	.	.
u42817	.	.	.	.	.	.
u42823	.	.	.	.	.	.
u42825	.	.	.	.	.	.
u42826	.	.	.	.	.	.
u42827	.	.	.	.	.	.
u42834	.	.	.	.	.	.
u42838	.	.	.	.	.	.
u42843	.	.	.	.	.	.
u42846	.	.	.	.	.	.
u42851	Pisuviricota	.	.	.	.	.
u42860	Lenarviricota	.	.	.	.	.
u42861	Pisuviricota	.	.	.	.	.
u42866	Pisuviricota	.	.	.	.	.
u42867	.	.	.	.	.	.
u42871	.	.	.	.	.	.
u42872	.	.	.	.	.	.
u42876	.	.	.	.	.	.
u42878	.	.	.	.	.	.
u42879	.	.	.	.	.	.
u42888	.	.	.	.	.	.
u42889	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	.	.
u42890	.	.	.	.	.	.
u42892	.	.	.	.	.	.
u42894	.	.	.	.	.	.
u42900	.	.	.	.	.	.
u42913	.	.	.	.	.	.
u42914	.	.	.	.	.	.
u42915	.	.	.	.	.	.
u42917	.	.	.	.	.	.
u42920	.	.	.	.	.	.
u42922	.	.	.	.	.	.
u42925	.	.	.	.	.	.
u42926	.	.	.	.	.	.
u42927	.	.	.	.	.	.
u42928	.	.	.	.	.	.
u42929	Negarnaviricota	.	.	.	.	.
u42932	.	.	.	.	.	.
u42934	.	.	.	.	.	.
u42936	.	.	.	.	.	.
u42948	.	.	.	.	.	.
u42951	.	.	.	.	.	.
u42953	.	.	.	.	.	.
u43038	Duplornaviricota	.	.	.	.	.
u43043	.	.	.	.	.	.
u43045	.	.	.	.	.	.
u43047	.	.	.	.	.	.
u43055	Lenarviricota	.	.	.	.	.
u43056	Duplornaviricota	.	.	.	.	.
u43057	.	.	.	.	.	.
u43059	.	.	.	.	.	.
u43062	.	.	.	.	.	.
u43064	.	.	.	.	.	.
u43065	.	.	.	.	.	.
u43072	.	.	.	.	.	.
u43073	.	.	.	.	.	.
u43074	.	.	.	.	.	.
u43079	.	.	.	.	.	.
u43100	.	.	.	.	.	.
u43105	.	.	.	.	.	.
u43106	Kitrinoviricota	.	.	.	.	.
u43107	.	.	.	.	.	.
u43108	.	.	.	.	.	.
u43116	.	.	.	.	.	.
u43117	.	.	.	.	.	.
u43118	.	.	.	.	.	.
u43119	.	.	.	.	.	.
u43120	.	.	.	.	.	.
u43297	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Tombusvirus_Aureusvirus_Betanecrovirus	.
u43298	Pisuviricota	.	.	.	.	.
u43301	Kitrinoviricota	.	.	.	.	.
u43307	Duplornaviricota_Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	Tolivirales_Sobelivirales	Solemoviridae	Sobemovirus	Rice yellow mottle virus_Cocksfoot mottle virus_Sowbane mosaic virus_Southern bean mosaic virus_Soybean yellow common mosaic virus_Southern cowpea mosaic virus_Subterranean clover mottle virus_Papaya lethal yellowing virus_Cymbidium chlorotic mosaic virus
u43319	Kitrinoviricota	.	.	.	.	.
u43322	.	.	.	.	.	.
u43336	.	.	.	.	.	.
u43338	.	.	.	.	.	.
u43345	.	.	.	.	.	.
u43347	.	.	.	.	.	.
u43356	Pisuviricota	.	.	.	.	.
u43357	Kitrinoviricota	.	.	.	.	.
u43362	Pisuviricota	.	.	.	.	.
u43365	Pisuviricota	.	.	.	.	.
u43418	Pisuviricota	.	.	.	.	.
u43428	.	.	.	.	.	.
u43435	.	.	.	.	.	.
u43524	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u43745	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	.	Insect-associated alphaflexivirus 1
u43800	.	.	.	.	.	.
u43803	.	.	.	.	.	.
u43806	.	.	.	.	.	.
u43808	.	.	.	.	.	.
u43809	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u43812	.	.	.	.	.	.
u43818	.	.	.	.	.	.
u43822	.	.	.	.	.	.
u43823	.	.	.	.	.	.
u43824	.	.	.	.	.	.
u43827	.	.	.	.	.	.
u43839	.	.	.	.	.	.
u43844	.	.	.	.	.	.
u43851	.	.	.	.	.	.
u43856	Negarnaviricota	.	.	.	.	.
u43859	Kitrinoviricota	.	.	.	.	.
u43864	Kitrinoviricota	.	.	.	.	.
u43867	.	.	.	.	.	.
u43869	Lenarviricota	.	.	.	.	.
u43871	Pisuviricota	.	.	.	.	.
u43873	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 1_Iflaviridae sp.
u43879	.	.	.	.	.	.
u43880	.	.	.	.	.	.
u43883	.	.	.	.	.	.
u43886	.	.	.	.	.	.
u43891	.	.	.	.	.	.
u43894	.	.	.	.	.	.
u43896	.	.	.	.	.	.
u43904	.	.	.	.	.	.
u43908	.	.	.	.	.	.
u43911	.	.	.	.	.	.
u43912	.	.	.	.	.	.
u43914	.	.	.	.	.	.
u43918	.	.	.	.	.	.
u43923	.	.	.	.	.	.
u43925	.	.	.	.	.	.
u43926	.	.	.	.	.	.
u43928	.	.	.	.	.	.
u43931	.	.	.	.	.	.
u43935	Duplornaviricota	.	.	.	.	.
u43936	Lenarviricota	.	.	.	.	.
u43937	Pisuviricota_Lenarviricota	.	.	.	.	.
u43939	.	.	.	.	.	.
u43940	.	.	.	.	.	.
u43941	.	.	.	.	.	.
u43943	.	.	.	.	.	.
u43949	.	.	.	.	.	.
u43957	.	.	.	.	.	.
u43960	.	.	.	.	.	.
u43969	.	.	.	.	.	.
u43971	.	.	.	.	.	.
u43972	.	.	.	.	.	.
u43977	.	.	.	.	.	.
u43980	.	.	.	.	.	.
u43981	Kitrinoviricota	.	.	.	.	.
u43985	.	.	.	.	.	.
u43987	Pisuviricota	Pisoniviricetes	.	.	.	.
u43988	.	.	.	.	.	.
u43989	.	.	.	.	.	.
u43995	.	.	.	.	.	.
u44001	.	.	.	.	.	.
u44010	.	.	.	.	.	.
u44012	.	.	.	.	.	.
u44013	Kitrinoviricota	.	.	.	.	.
u44015	.	.	.	.	.	.
u44017	.	.	.	.	.	.
u44021	.	.	.	.	.	.
u44023	.	.	.	.	.	.
u44026	.	.	.	.	.	.
u44027	.	.	.	.	.	.
u44028	.	.	.	.	.	.
u44034	.	.	.	.	.	.
u44038	.	.	.	.	.	.
u44049	.	.	.	.	.	.
u44050	Duplornaviricota	.	.	.	.	.
u44052	.	.	.	.	.	.
u44054	.	.	.	.	.	.
u44055	.	.	.	.	.	.
u44060	.	.	.	.	.	.
u44062	.	.	.	.	.	.
u44063	.	.	.	.	.	.
u44064	.	.	.	.	.	.
u44066	.	.	.	.	.	.
u44069	.	.	.	.	.	.
u44072	.	.	.	.	.	.
u44074	.	.	.	.	.	.
u44075	.	.	.	.	.	.
u44081	.	.	.	.	.	.
u44084	.	.	.	.	.	.
u44088	.	.	.	.	.	.
u44089	Pisuviricota	.	.	.	.	.
u44100	.	.	.	.	.	.
u44103	.	.	.	.	.	.
u44105	.	.	.	.	.	.
u44108	.	.	.	.	.	.
u44111	.	.	.	.	.	.
u44113	Pisuviricota	.	.	.	.	.
u44118	.	.	.	.	.	.
u44120	.	.	.	.	.	.
u44122	.	.	.	.	.	.
u44126	Negarnaviricota	.	.	.	.	.
u44133	.	.	.	.	.	.
u44135	.	.	.	.	.	.
u44144	Pisuviricota	.	.	.	.	.
u44188	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	.	.
u44210	Lenarviricota	.	.	.	.	.
u44231	Pisuviricota	Pisoniviricetes	.	.	.	.
u44269	Pisuviricota	Pisoniviricetes	.	.	.	.
u44285	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	.	.
u44287	.	.	.	.	.	.
u44288	Kitrinoviricota	.	.	.	.	.
u44289	Kitrinoviricota	Alsuviricetes	.	.	.	.
u44290	Pisuviricota	.	.	.	.	.
u44294	Pisuviricota	.	.	.	.	.
u44336	Kitrinoviricota	Alsuviricetes_Tolucaviricetes	.	.	.	.
u44340	.	.	.	.	.	.
u44345	Kitrinoviricota_Pisuviricota	Alsuviricetes	.	.	.	.
u44350	.	.	.	.	.	.
u44352	.	.	.	.	.	.
u44356	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u44358	.	.	.	.	.	.
u44360	.	.	.	.	.	.
u44362	.	.	.	.	.	.
u44364	.	.	.	.	.	.
u44365	.	.	.	.	.	.
u44366	.	.	.	.	.	.
u44368	.	.	.	.	.	.
u44389	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Beihai picorna-like virus 43
u44397	Kitrinoviricota	.	.	.	.	.
u44407	.	.	.	.	.	.
u44421	.	.	.	.	.	.
u44430	Kitrinoviricota	.	.	.	.	.
u44438	Kitrinoviricota	Magsaviricetes	.	.	.	.
u44442	.	.	.	.	.	.
u44474	.	.	.	.	.	.
u44482	Pisuviricota	Pisoniviricetes	.	.	.	.
u44498	.	.	.	.	.	.
u44505	.	.	.	.	.	.
u44507	.	.	.	.	.	.
u44509	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	Picornavirales sp.
u44519	.	.	.	.	.	.
u44531	.	.	.	.	.	.
u44545	Pisuviricota	.	.	.	.	.
u44553	.	.	.	.	.	.
u44600	.	.	.	.	.	.
u44609	Pisuviricota	.	.	.	.	.
u44611	.	.	.	.	.	.
u44612	.	.	.	.	.	.
u44648	Pisuviricota	.	.	.	.	.
u44670	Lenarviricota	Miaviricetes	.	.	.	.
u44680	Kitrinoviricota	.	.	.	.	.
u44716	Lenarviricota	.	.	.	.	.
u44728	Pisuviricota_Duplornaviricota	Pisoniviricetes	.	.	.	.
u44729	Kitrinoviricota	.	.	.	.	.
u44759	Pisuviricota	.	.	.	.	.
u44769	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u44772	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Stelpaviricetes	.	.	.	.
u44790	Duplornaviricota	.	.	.	.	.
u44793	Kitrinoviricota	Alsuviricetes_Magsaviricetes	.	.	.	.
u44797	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u44922	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u45076	.	.	.	.	.	Beihai picobirna-like virus 6_Beihai picobirna-like virus 4
u45152	.	.	.	.	.	.
u45153	.	.	.	.	.	.
u45156	.	.	.	.	.	.
u45160	Pisuviricota	.	.	.	.	.
u45161	.	.	.	.	.	.
u45164	.	.	.	.	.	.
u45167	.	.	.	.	.	.
u45173	.	.	.	.	.	.
u45181	.	.	.	.	.	.
u45190	.	.	.	.	.	.
u45191	.	.	.	.	.	.
u45193	.	.	.	.	.	.
u45195	.	.	.	.	.	.
u45200	.	.	.	.	.	.
u45205	.	.	.	.	.	.
u45213	.	.	.	.	.	.
u45216	.	.	.	.	.	.
u45220	.	.	.	.	.	.
u45226	.	.	.	.	.	.
u45227	.	.	.	.	.	.
u45229	.	.	.	.	.	.
u45230	.	.	.	.	.	.
u45231	.	.	.	.	.	.
u45232	.	.	.	.	.	.
u45233	.	.	.	.	.	.
u45243	.	.	.	.	.	.
u45251	.	.	.	.	.	.
u45252	.	.	.	.	.	.
u45254	Negarnaviricota	.	.	.	.	.
u45255	.	.	.	.	.	.
u45258	.	.	.	.	.	.
u45265	.	.	.	.	.	.
u45266	.	.	.	.	.	.
u45269	Pisuviricota	.	.	.	.	.
u45271	Pisuviricota	.	.	.	.	.
u45273	.	.	.	.	.	.
u45275	.	.	.	.	.	.
u45277	.	.	.	.	.	.
u45281	.	.	.	.	.	.
u45286	.	.	.	.	.	.
u45287	.	.	.	.	.	.
u45289	.	.	.	.	.	.
u45292	.	.	.	.	.	.
u45295	.	.	.	.	.	.
u45296	.	.	.	.	.	.
u45297	.	.	.	.	.	.
u45298	.	.	.	.	.	.
u45301	.	.	.	.	.	.
u45303	.	.	.	.	.	.
u45304	.	.	.	.	.	.
u45312	Kitrinoviricota	.	.	.	.	.
u45313	.	.	.	.	.	.
u45314	Kitrinoviricota	.	.	.	.	.
u45315	.	.	.	.	.	.
u45325	.	.	.	.	.	.
u45333	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Ntaya virus_Tembusu virus_West Nile virus_Saint Louis encephalitis virus_Bagaza virus_Israel turkey meningoencephalomyelitis virus_Ilheus virus_Koutango virus_Dengue virus
u45342	.	.	.	.	.	.
u45360	.	.	.	.	.	.
u45405	.	.	.	.	.	.
u45408	.	.	.	.	.	.
u45409	.	.	.	.	.	.
u45415	Duplornaviricota	.	.	.	.	.
u45417	.	.	.	.	.	.
u45418	.	.	.	.	.	.
u45424	.	.	.	.	.	.
u45432	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Mobuvirus	Shahe heteroptera virus 3_Mothra mobuvirus
u45441	.	.	.	.	.	.
u45442	.	.	.	.	.	.
u45445	.	.	.	.	.	.
u45448	.	.	.	.	.	.
u45451	.	.	.	.	.	.
u45452	.	.	.	.	.	.
u45453	.	.	.	.	.	.
u45455	Pisuviricota	.	.	.	.	.
u45462	.	.	.	.	.	.
u45463	.	.	.	.	.	.
u45467	.	.	.	.	.	.
u45475	.	.	.	.	.	.
u45476	Kitrinoviricota	Alsuviricetes	Martellivirales	.	.	.
u45480	.	.	.	.	.	.
u45481	.	.	.	.	.	.
u45482	.	.	.	.	.	.
u45484	Pisuviricota	.	.	.	.	.
u45485	.	.	.	.	.	.
u45541	.	.	.	.	.	.
u45544	Pisuviricota	.	.	.	.	.
u45546	.	.	.	.	.	.
u45549	.	.	.	.	.	.
u45554	.	.	.	.	.	.
u45563	.	.	.	.	.	.
u45567	.	.	.	.	.	.
u45569	.	.	.	.	.	.
u45570	.	.	.	.	.	.
u45571	.	.	.	.	.	.
u45581	Kitrinoviricota	Magsaviricetes	.	.	.	.
u45584	Pisuviricota_Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	.	.
u45590	Pisuviricota_Kitrinoviricota	Alsuviricetes_Magsaviricetes	Nodamuvirales	.	.	.
u45597	.	.	.	.	.	.
u45603	Kitrinoviricota	.	.	.	.	.
u45611	Kitrinoviricota_Pisuviricota	Alsuviricetes	.	.	.	.
u45634	Pisuviricota	Pisoniviricetes	.	.	.	.
u45642	Pisuviricota	.	.	.	.	.
u45646	Kitrinoviricota	Alsuviricetes_Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u45661	.	.	.	.	.	.
u45666	Pisuviricota	.	.	.	.	.
u45667	.	.	.	.	.	.
u45668	.	.	.	.	.	.
u45669	.	.	.	.	.	.
u45677	.	.	.	.	.	.
u45684	Kitrinoviricota	.	.	.	.	.
u45690	Pisuviricota	Pisoniviricetes_Stelpaviricetes	.	.	.	.
u45697	.	.	.	.	.	.
u45708	.	.	.	.	.	.
u45710	.	.	.	.	.	.
u45712	.	.	.	.	.	.
u45715	.	.	.	.	.	.
u45717	.	.	.	.	.	.
u45725	.	.	.	.	.	.
u45728	.	.	.	.	.	.
u45733	.	.	.	.	.	.
u45736	.	.	.	.	.	.
u45739	Duplornaviricota	.	.	.	.	.
u45742	.	.	.	.	.	.
u45745	.	.	.	.	.	.
u45746	.	.	.	.	.	.
u45753	.	.	.	.	.	.
u45757	.	.	.	.	.	.
u45759	.	.	.	.	.	.
u45760	.	.	.	.	.	.
u45761	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u45762	.	.	.	.	.	.
u45763	Kitrinoviricota	.	.	.	.	.
u45773	.	.	.	.	.	.
u45774	.	.	.	.	.	.
u45777	.	.	.	.	.	.
u45780	.	.	.	.	.	.
u45792	.	.	.	.	.	.
u45793	.	.	.	.	.	.
u45797	.	.	.	.	.	.
u45799	.	.	.	.	.	.
u45800	.	.	.	.	.	.
u45804	.	.	.	.	.	.
u45813	.	.	.	.	.	.
u45815	.	.	.	.	.	.
u45816	Negarnaviricota	.	.	.	.	.
u45820	.	.	.	.	.	.
u45823	.	.	.	.	.	.
u46113	Pisuviricota	Pisoniviricetes	.	.	.	.
u46178	Duplornaviricota	Resentoviricetes	Reovirales	.	.	.
u46309	Kitrinoviricota_Pisuviricota	Magsaviricetes_Pisoniviricetes	Nodamuvirales	.	.	.
u46499	Pisuviricota	.	.	.	.	.
u46531	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus_Betaendornavirus	Sclerotinia sclerotiorum betaendornavirus 1_Gremmeniella abietina betaendornavirus 1
u46556	Pisuviricota	Pisoniviricetes	.	.	.	.
u46691	.	.	.	.	.	.
u47159	Kitrinoviricota	Magsaviricetes	.	.	.	.
u47201	Kitrinoviricota	Magsaviricetes	.	.	.	.
u47845	Lenarviricota	Allassoviricetes	.	.	.	.
u47946	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u48129	.	.	.	.	.	.
u48549	Pisuviricota	.	.	.	.	.
u48671	.	.	.	.	.	.
u48737	Kitrinoviricota	Magsaviricetes	.	.	.	Wuhan house centipede virus 6
u49313	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	.
u49486	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	.	Beihai picorna-like virus 15_Chaetoceros tenuissimus RNA virus type-II_Chaetoceros tenuissimus RNA virus sp.
u49516	Pisuviricota	.	.	.	.	.
u49704	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u49850	Pisuviricota	Pisoniviricetes	.	.	.	.
u49893	Pisuviricota	.	.	.	.	.
u5013	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Phytoreovirus	Rice gall dwarf virus_Homalodisca vitripennis reovirus_Rice dwarf virus
u50577	Lenarviricota	Allassoviricetes	.	.	.	.
u50783	.	.	.	.	.	.
u50799	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	Mitoviridae	Mitovirus	Botrytis cinerea mitovirus 3_Mitovirus sp.
u50809	Lenarviricota	Howeltoviricetes	.	.	.	.
u50970	.	.	.	.	.	.
u51042	.	.	.	.	.	.
u51395	Pisuviricota_Kitrinoviricota	Magsaviricetes	.	.	.	.
u51427	Pisuviricota	.	.	.	.	.
u51522	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u51717	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u51764	.	.	.	.	.	.
u51777	Pisuviricota	.	.	.	.	.
u51955	Kitrinoviricota	Alsuviricetes	.	.	.	.
u52033	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	.	Vovk virus
u52259	.	.	.	.	.	.
u52388	.	.	.	.	.	.
u52451	Lenarviricota	Allassoviricetes	.	.	.	.
u52673	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u52802	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u52841	Pisuviricota_Kitrinoviricota_Lenarviricota	.	.	.	.	.
u52897	Duplornaviricota_Pisuviricota	.	.	.	.	.
u53029	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	Penaeid shrimp infectious myonecrosis virus
u53297	.	.	.	.	.	.
u53308	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u53425	.	.	.	.	.	.
u53442	Kitrinoviricota	Alsuviricetes	.	.	.	.
u53475	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus_Alphacarmovirus_Pelarspovirus	Melon necrotic spot virus_Pelargonium flower break virus
u53485	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u53793	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Umbravirus	Riboviria sp.
u53945	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u54146	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u54178	Kitrinoviricota	Magsaviricetes	.	.	.	.
u54255	Kitrinoviricota_Pisuviricota	Magsaviricetes_Pisoniviricetes	Picornavirales	.	.	.
u54275	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u54370	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u54401	Pisuviricota_Kitrinoviricota	Duplopiviricetes_Alsuviricetes	Durnavirales_Tymovirales	Partitiviridae	Betapartitivirus	Pleurotus ostreatus virus 1
u54592	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u54657	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae_Partitiviridae	.	.
u55014	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u55074	Negarnaviricota	Monjiviricetes	Mononegavirales	.	.	.
u55121	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u55137	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Ebolavirus	Zaire ebolavirus_Sudan ebolavirus_Tai Forest ebolavirus_Bundibugyo ebolavirus
u55139	Lenarviricota	Allassoviricetes	.	.	.	.
u55169	Kitrinoviricota	.	.	.	.	.
u55265	Kitrinoviricota	Alsuviricetes	.	.	.	.
u55268	Kitrinoviricota	Magsaviricetes	.	.	.	.
u55485	Lenarviricota	Allassoviricetes	.	.	.	.
u55523	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u55547	Lenarviricota	Allassoviricetes	.	.	.	.
u55809	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u55881	Kitrinoviricota	Magsaviricetes	.	.	.	.
u55935	.	.	.	.	.	.
u56140	.	.	.	.	.	.
u56177	Lenarviricota	.	.	.	.	.
u56190	.	.	.	.	.	.
u56378	Pisuviricota	.	.	.	.	.
u56431	.	.	.	.	.	.
u56493	.	.	.	.	.	.
u56622	Pisuviricota	.	.	.	.	.
u56645	Pisuviricota	Duplopiviricetes	.	.	.	.
u5665	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Fijivirus	Rice black streaked dwarf virus_Mal de Rio Cuarto virus_Southern rice black-streaked dwarf virus_Maize rough dwarf virus
u56758	.	.	.	.	.	.
u56769	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u56801	.	.	.	.	.	.
u56823	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	Leviviridae sp.
u56839	Lenarviricota	.	.	.	.	.
u57155	.	.	.	.	.	.
u57164	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	.	.
u57282	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u57288	Pisuviricota	.	.	.	.	.
u57393	Pisuviricota	.	.	.	.	.
u57440	Pisuviricota	.	.	.	.	.
u57947	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u58053	Pisuviricota	Pisoniviricetes	.	.	.	.
u58091	Kitrinoviricota_Lenarviricota_Pisuviricota	Pisoniviricetes_Stelpaviricetes	.	Fusariviridae	.	.
u58122	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u58317	.	.	.	.	.	.
u58652	.	.	.	.	.	.
u58723	Kitrinoviricota	.	.	.	.	.
u58781	Kitrinoviricota	.	.	.	.	.
u59018	Lenarviricota	Amabiliviricetes_Miaviricetes	Wolframvirales	Narnaviridae	.	.
u5902	.	.	.	.	.	Hubei blood fluke virus 3
u5908	.	.	.	.	.	.
u59087	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u5917	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u59262	Negarnaviricota_Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u59338	Lenarviricota	Amabiliviricetes_Miaviricetes	.	.	.	.
u59555	Pisuviricota	.	.	.	.	.
u59750	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u59756	.	.	.	.	.	.
u59813	.	.	.	.	.	.
u59940	Pisuviricota	.	.	.	.	.
u59971	Lenarviricota	Miaviricetes	Ourlivirales	.	.	.
u60020	.	.	.	.	.	.
u60036	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u60063	.	.	.	.	.	.
u60083	Pisuviricota	Pisoniviricetes	.	.	.	.
u60267	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u60289	Kitrinoviricota	Alsuviricetes	.	.	.	.
u60291	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u60344	Pisuviricota	Pisoniviricetes	.	.	.	.
u60432	Pisuviricota	Pisoniviricetes	.	.	.	.
u60450	Pisuviricota	.	.	Permutotetraviridae	.	.
u60481	.	.	.	.	Negevirus	Biggievirus Mos11_Goutanap virus_Wallerfield virus_Dezidougou virus_Tanay virus
u60567	Pisuviricota	Pisoniviricetes	.	.	.	.
u60581	.	.	.	.	.	.
u60674	Pisuviricota	.	.	.	.	.
u60770	Lenarviricota	Howeltoviricetes	.	.	.	.
u60779	.	.	.	.	.	.
u60834	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u60838	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	.
u60931	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u61249	.	.	.	.	.	.
u61263	Lenarviricota	Allassoviricetes	.	.	.	.
u61313	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u61315	.	.	.	.	.	.
u61489	.	.	.	.	.	.
u61520	.	.	.	.	.	.
u61712	.	.	.	.	.	.
u61733	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u62012	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	Shahe picorna-like virus 9
