Label	phylum	class	order	family	genus	species
u180464	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u180547	Pisuviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u180581	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u180642	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u180654	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u180664	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u180675	.	.	.	.	.	.
u180680	.	.	.	.	.	.
u180697	Kitrinoviricota	.	.	.	.	.
u180706	Lenarviricota	Allassoviricetes	.	.	.	.
u180737	Pisuviricota	.	.	.	.	.
u180741	Pisuviricota	Pisoniviricetes	.	.	.	.
u180746	Kitrinoviricota_Pisuviricota	Magsaviricetes	.	.	.	.
u180752	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u180779	Kitrinoviricota	Magsaviricetes	.	.	.	.
u181027	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u181062	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u18114	.	.	.	.	.	Guaico Culex virus
u181252	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Capsicum frutescens endornavirus 1_Bell pepper alphaendornavirus_Phaseolus vulgaris alphaendornavirus 2
u181285	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Aparavirus	Taura syndrome virus_Centovirus
u181345	Lenarviricota	Miaviricetes_Amabiliviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus_Scleroulivirus	.
u181346	.	.	.	.	.	.
u18137	Negarnaviricota	.	.	.	.	.
u181390	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u181442	Duplornaviricota	Chrymotiviricetes	.	.	.	.
u181573	Negarnaviricota	Monjiviricetes	Mononegavirales	.	.	.
u181623	Kitrinoviricota	.	.	.	.	.
u181653	Pisuviricota	Pisoniviricetes	.	.	.	.
u181702	Lenarviricota	Allassoviricetes	.	.	.	.
u181712	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u181793	Pisuviricota	Pisoniviricetes	.	.	.	.
u18180	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Tenuivirus	Rice stripe tenuivirus_European wheat striate mosaic virus_Melon tenuivirus
u18181	.	.	.	.	.	.
u181813	Lenarviricota	Allassoviricetes	.	.	.	.
u181857	Pisuviricota_Kitrinoviricota	Duplopiviricetes	.	.	.	.
u18186	.	.	.	.	.	Wenzhou yanvirus-like virus 1
u1819	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Acanthamoeba polyphaga mimivirus
u18200	Pisuviricota_Duplornaviricota	.	.	.	.	Changjiang zhaovirus-like virus 1
u182030	Kitrinoviricota	Alsuviricetes	.	.	.	.
u18210	Pisuviricota	Pisoniviricetes	.	.	.	.
u182100	.	.	.	.	.	.
u182116	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u18214	Pisuviricota_Kitrinoviricota	Stelpaviricetes	.	.	.	.
u182153	Pisuviricota_Kitrinoviricota	Duplopiviricetes	.	.	.	.
u182195	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u182202	Pisuviricota	.	.	.	.	.
u182228	.	.	.	.	.	.
u182244	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u182255	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u182263	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u18230	.	.	.	.	.	.
u182305	.	.	.	.	.	.
u18235	.	.	.	.	.	.
u18236	Negarnaviricota	.	.	.	.	.
u18243	Pisuviricota_Duplornaviricota	Chrymotiviricetes_Duplopiviricetes	Ghabrivirales	.	.	.
u182441	.	.	.	.	.	.
u182465	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u18247	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u182504	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
u182510	Pisuviricota	Duplopiviricetes	.	.	.	.
u182540	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Tolucaviricetes	Sobelivirales_Tolivirales	Barnaviridae_Solemoviridae	Barnavirus	Mushroom bacilliform virus_Riboviria sp.
u182598	Lenarviricota	Howeltoviricetes	.	.	.	.
u182627	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u182632	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u182705	.	.	.	.	.	.
u182816	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u182826	Kitrinoviricota	Alsuviricetes	.	.	.	.
u182937	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	Sobelivirales_Tolivirales	Solemoviridae	Sobemovirus	Velvet tobacco mottle virus_Physalis rugose mosaic virus_Cocksfoot mottle virus_Turnip rosette virus_Riboviria sp._Ryegrass mottle virus_Soybean yellow common mosaic virus_Rice yellow mottle virus
u182945	Lenarviricota	Allassoviricetes	.	.	.	.
u182978	Duplornaviricota	Resentoviricetes	Reovirales	.	.	.
u183042	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	.
u18305	.	.	.	.	Botybirnavirus	.
u183329	.	.	.	.	.	.
u183374	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u183491	.	.	.	.	.	.
u183556	.	.	.	.	.	.
u183642	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u183659	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae_Virgaviridae_Closteroviridae	Negevirus_Velarivirus_Crinivirus_Tobamovirus	Culex pipiens associated Tunisia virus_Atrato Virga-like virus 5_Hubei virga-like virus 11_Atrato Virga-like virus 7_Cordoba virus_Little cherry virus 1_Grapevine leafroll-associated virus 7_Areca palm velarivirus 1_Malus domestica virus A_Atrato Virga-like virus 4_Persimmon virus B_Olive leaf yellowing-associated virus_Blueberry virus A_Probopyrinella latreuticola Nege-like virus_Culex negev-like virus 1_Potato yellow vein virus_Beet pseudoyellows virus_Lettuce chlorosis virus_Blackberry yellow vein-associated virus_Tomato chlorosis virus_Cucurbit chlorotic yellows virus_Sweet potato chlorotic stunt virus_Cucurbit yellow stunting disorder virus_Ribgrass mosaic virus_Rattail cactus necrosis-associated virus_Tomato mottle mosaic virus
u183821	.	.	.	.	.	.
u183825	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u183838	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u183924	Pisuviricota_Kitrinoviricota	Tolucaviricetes	.	.	.	.
u183927	.	.	.	.	.	.
u183938	Kitrinoviricota_Duplornaviricota_Pisuviricota	Alsuviricetes_Tolucaviricetes	Tolivirales	Luteoviridae	.	.
u183942	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u183948	Lenarviricota	Miaviricetes	.	.	.	.
u184019	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184032	Kitrinoviricota	Alsuviricetes	Martellivirales	.	.	.
u184055	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Moku virus
u184067	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u184099	.	.	.	.	.	.
u184185	.	.	.	.	.	.
u184226	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184301	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales_Wolframvirales	Mitoviridae_Narnaviridae	Mitovirus	Mitovirus sp._Gremmeniella mitovirus
u184317	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u184434	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u184435	.	.	.	.	.	.
u184472	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Maculavirus	Grapevine Red Globe virus
u184496	Lenarviricota	Amabiliviricetes_Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u184634	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184681	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184710	Pisuviricota_Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184712	Kitrinoviricota_Pisuviricota	Flasuviricetes_Alsuviricetes	.	.	.	.
u184921	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u184964	Pisuviricota	.	.	.	.	.
u185024	Lenarviricota	Allassoviricetes	.	.	.	.
u18504	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u185110	.	.	.	.	.	.
u185193	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	.	.
u185250	.	.	.	.	.	.
u185259	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u185279	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u185336	Kitrinoviricota_Pisuviricota	Pisoniviricetes	.	.	.	.
u185347	Lenarviricota	Allassoviricetes	.	.	.	.
u185429	Pisuviricota	Duplopiviricetes	Durnavirales	.	.	.
u185463	Lenarviricota	.	.	.	.	.
u185477	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Cardoreovirus	Eriocheir sinensis reovirus
u185572	Pisuviricota	Pisoniviricetes	.	.	.	.
u18579	Kitrinoviricota	Alsuviricetes	.	.	.	.
u185826	Pisuviricota	.	.	.	.	.
u185971	Lenarviricota	Amabiliviricetes	.	.	.	.
u18600	.	.	.	.	.	.
u186020	.	.	.	.	.	.
u186100	.	.	.	.	.	.
u186114	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u186139	Kitrinoviricota	.	.	.	.	.
u186145	Pisuviricota	Pisoniviricetes	.	.	.	.
u186171	.	.	.	.	.	.
u18635	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	.	.	.
u18638	.	.	.	.	.	.
u186384	Lenarviricota	Howeltoviricetes	.	.	.	.
u186476	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	.	.
u186501	Pisuviricota	Pisoniviricetes	.	.	.	.
u186618	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.
u186721	Pisuviricota	Stelpaviricetes_Pisoniviricetes	.	.	.	.
u186795	Pisuviricota	Duplopiviricetes	.	.	.	.
u186881	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Allolevivirus	Escherichia virus Qbeta
u186888	Pisuviricota	Stelpaviricetes	.	.	.	.
u187018	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u187051	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	.	.
u187071	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco mosaic virus
u187137	Pisuviricota	Pisoniviricetes	.	.	.	.
u187189	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u187213	.	.	.	.	.	.
u187223	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	dsRNA virus environmental sample_Ustilaginoidea virens RNA virus 1_Aedes aegypti toti-like virus
u187314	Pisuviricota_Duplornaviricota_Negarnaviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u187342	Lenarviricota	Allassoviricetes	.	.	.	.
u187367	Pisuviricota	Pisoniviricetes_Stelpaviricetes	Picornavirales	Dicistroviridae_Picornaviridae	Aparavirus	Beihai picorna-like virus 70_Kashmir bee virus_Linepithema humile virus 1_Acute bee paralysis virus_Israeli acute paralysis virus_Dicistroviridae sp._Wuhan insect virus 11_Shenzhen dicistro-like virus_Solenopsis invicta virus 1
u187427	Pisuviricota	.	.	.	.	.
u187429	Pisuviricota	Pisoniviricetes	.	.	.	.
u187439	Lenarviricota	Amabiliviricetes_Miaviricetes	Wolframvirales_Ourlivirales	.	.	.
u187465	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u187474	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	Shahe isopoda virus 5_Sanxia water strider virus 14
u187545	Pisuviricota	Pisoniviricetes	.	.	.	.
u18757	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae_Mayoviridae_Bromoviridae	Negevirus_Tobamovirus_Idaeovirus_Ilarvirus	Rinkaby virus_Negev virus_Big Cypress virus_Piura virus_Castlerea virus_Loreto virus_Ngewotan negevirus_Brejeira virus_Tomato mottle mosaic virus_Pepper mild mottle virus_Raspberry bushy dwarf virus_Spinach latent virus_Elm mottle virus_Hubei virga-like virus 2_Atrato Virga-like virus 2
u187659	Kitrinoviricota_Pisuviricota	Tolucaviricetes_Pisoniviricetes	Sobelivirales_Tolivirales	.	.	.
u18780	Negarnaviricota	Ellioviricetes	Bunyavirales	Nairoviridae_Peribunyaviridae	Orthonairovirus_Orthobunyavirus	Sakhalin orthonairovirus_Crimean-Congo hemorrhagic fever orthonairovirus_Paramushir virus_Dugbe orthonairovirus_Thiafora orthonairovirus_Nairobi sheep disease orthonairovirus_Avalon virus_Artashat orthonairovirus_Hazara orthonairovirus_Leopards Hill virus_Kasokero orthonairovirus_Issyk-Kul virus_Qalyub orthonairovirus_Tamdy virus_Hughes orthonairovirus_South Bay virus_Norway nairovirus 1_Centruroides sculpturatus bunyavirus
u187874	Pisuviricota	Pisoniviricetes_Duplopiviricetes	Picornavirales_Durnavirales	Secoviridae	Nepovirus	Tobacco ringspot virus_Potato black ringspot virus_Cherry leaf roll virus_Tomato ringspot virus_Cycas necrotic stunt virus_Beet ringspot virus_Mulberry mosaic leaf roll associated virus_Raspberry ringspot virus_Arabis mosaic virus_Grapevine fanleaf virus
u187938	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u187961	Kitrinoviricota	Alsuviricetes	.	.	.	.
u188033	.	.	.	.	.	.
u188060	Kitrinoviricota	Magsaviricetes	.	.	.	.
u188098	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Megabirnaviridae	.	.
u188100	Pisuviricota	.	.	.	.	.
u188198	Lenarviricota	Allassoviricetes	.	.	.	.
u188236	.	.	.	.	.	.
u188237	Pisuviricota	.	.	.	.	.
u188296	Pisuviricota	.	.	.	.	.
u188302	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Maize associated totivirus_Maize-associated totivirus 3_Panax notoginseng virus A_Saccharomyces cerevisiae virus L-A_Saccharomyces cerevisiae virus LBCLa_Red clover powdery mildew-associated totivirus 1
u188324	.	.	.	.	.	.
u188451	Kitrinoviricota	Alsuviricetes	Hepelivirales	.	.	.
u188454	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	.
u188517	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u188527	.	.	.	.	.	.
u188546	Pisuviricota_Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	.	.
u188548	Pisuviricota	Pisoniviricetes	.	.	.	.
u188577	.	.	.	.	.	.
u188594	Pisuviricota	.	.	.	.	.
u188619	Pisuviricota	.	.	.	.	.
u188770	Pisuviricota	.	.	.	.	.
u188805	Pisuviricota	Pisoniviricetes_Duplopiviricetes	Picornavirales_Durnavirales	Solinviviridae_Partitiviridae_Picobirnaviridae_Picornaviridae	Nyfulvavirus_Deltapartitivirus	Nylanderia fulva virus 1_Fig cryptic virus_Picornaviridae sp.
u188809	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae_Virgaviridae	Tobamovirus	Lentinula edodes tobamo-like virus 1
u188837	Kitrinoviricota	.	.	.	.	.
u188963	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u189026	.	.	.	.	.	.
u189051	.	.	.	.	.	.
u189101	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Wuhan arthropod virus 2
u189123	Pisuviricota	.	.	.	.	.
u189126	Lenarviricota_Pisuviricota	Duplopiviricetes_Pisoniviricetes	.	.	.	.
u189133	.	.	.	.	.	.
u189146	Kitrinoviricota_Pisuviricota_Lenarviricota_Duplornaviricota	Tolucaviricetes_Magsaviricetes_Alsuviricetes_Pisoniviricetes	.	.	.	.
u189147	Lenarviricota	Amabiliviricetes_Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u189166	.	.	.	.	.	.
u189254	Duplornaviricota_Pisuviricota	Pisoniviricetes	.	.	.	.
u189290	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u189302	.	.	.	.	.	.
u189313	Pisuviricota	Pisoniviricetes_Stelpaviricetes	Picornavirales	Dicistroviridae	Cripavirus	Solenopsis invicta virus 6
u189374	.	.	.	.	.	.
u189379	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u189456	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u189473	Pisuviricota	.	.	.	.	.
u189554	Negarnaviricota	Monjiviricetes	Mononegavirales	Bornaviridae_Rhabdoviridae_Nyamiviridae	Orthobornavirus_Dichorhavirus_Nucleorhabdovirus	Psittaciform 1 orthobornavirus_Mammalian 1 orthobornavirus_Passeriform 1 orthobornavirus_Psittaciform 2 orthobornavirus_Waterbird 1 orthobornavirus_Mammalian 2 orthobornavirus_Orchid fleck dichorhavirus_Clerodendrum chlorotic spot dichorhavirus_Citrus leprosis N dichorhavirus_Citrus chlorotic spot dichorhavirus_Rice yellow stunt nucleorhabdovirus_Culex mononega-like virus 1_Culex mononega-like virus 2
u189607	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u189638	Lenarviricota	.	.	.	.	.
u189684	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	.	Astroviridae sp.
u189824	Pisuviricota_Duplornaviricota	.	.	.	.	.
u18994	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u190003	Pisuviricota	.	.	.	.	.
u190017	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u190047	Pisuviricota_Kitrinoviricota	Pisoniviricetes_Magsaviricetes	Picornavirales	Dicistroviridae	.	Beihai picorna-like virus 70_Robinvale bee virus 3_Beihai picorna-like virus 74
u190050	Pisuviricota	Stelpaviricetes	.	.	.	.
u190052	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u190054	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u190119	Pisuviricota_Kitrinoviricota	Stelpaviricetes	.	.	.	.
u190128	Kitrinoviricota	Tolucaviricetes	.	.	.	.
u190139	Kitrinoviricota	Alsuviricetes	.	.	.	.
u190143	Lenarviricota	Howeltoviricetes	.	.	.	.
u190153	Pisuviricota	.	.	.	.	.
u190214	Kitrinoviricota	Alsuviricetes	.	.	.	.
u190306	.	.	.	.	.	.
u190331	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u190366	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Coguvirus	Citrus coguvirus_Citrus virus A_Lentinula edodes negative-strand RNA virus 3
u190435	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	Marnavirus	.
u190437	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	.
u190456	Pisuviricota	Pisoniviricetes	.	.	.	.
u190458	Pisuviricota	Pisoniviricetes	.	.	.	.
u190459	.	.	.	.	.	.
u190553	.	.	.	.	.	.
u190605	.	.	.	.	.	.
u190620	Kitrinoviricota	.	.	.	.	.
u190677	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u190686	Lenarviricota	Amabiliviricetes	.	.	.	.
u190689	Pisuviricota	.	.	.	.	.
u190777	Pisuviricota	Pisoniviricetes	.	.	.	.
u191076	Lenarviricota	Howeltoviricetes	Cryppavirales	.	.	.
u191090	.	.	.	.	.	.
u191099	.	.	.	.	.	.
u191122	Pisuviricota_Kitrinoviricota	.	.	.	.	.
u191142	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u191186	Pisuviricota_Kitrinoviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	.	.
u191207	.	.	.	.	.	Riboviria sp.
u191233	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u191252	Negarnaviricota	Ellioviricetes	.	.	.	.
u191280	Lenarviricota	.	.	.	.	.
u191391	Lenarviricota	Howeltoviricetes	.	.	.	.
u191410	.	.	.	.	.	.
u191447	.	.	.	.	.	.
u191464	.	.	.	.	.	.
u191563	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	.	.
u191586	Kitrinoviricota	Alsuviricetes	.	.	.	.
u191618	Lenarviricota	Allassoviricetes	.	.	.	.
u191633	Kitrinoviricota_Pisuviricota	Pisoniviricetes	.	.	.	.
u19173	Kitrinoviricota	Tolucaviricetes	Tolivirales	.	.	Carrot red leaf luteovirus associated RNA
u191733	Pisuviricota_Kitrinoviricota	Pisoniviricetes	.	.	.	.
u191941	Pisuviricota	Duplopiviricetes	Durnavirales	Amalgaviridae	.	.
u19201	Negarnaviricota	Milneviricetes	Serpentovirales	.	.	.
u192012	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Himetobi P virus_Black queen cell virus_Dicistroviridae sp.
u192045	Lenarviricota	Howeltoviricetes	.	.	.	.
u192069	.	.	.	.	.	.
u192084	.	.	.	.	.	.
u192100	Pisuviricota	Pisoniviricetes	.	.	.	.
u192103	Kitrinoviricota	.	.	.	.	.
u192167	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u192357	.	.	.	.	.	.
u192383	Kitrinoviricota	Alsuviricetes	.	.	.	.
u192405	.	.	.	.	.	.
u192427	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	.	.
u192469	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Erysiphales associated mitovirus 1
u192471	Pisuviricota	.	.	.	.	.
u192557	.	.	.	.	.	.
u192685	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u192742	Pisuviricota	.	.	.	.	.
u192780	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	.	.
u192796	Pisuviricota	Pisoniviricetes	Sobelivirales	.	.	.
u192834	Pisuviricota	Duplopiviricetes	.	.	.	.
u192843	.	.	.	.	.	.
u19285	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae_Totiviridae	Betachrysovirus_Chrysovirus	Botryosphaeria dothidea chrysovirus_Alternaria alternata chrysovirus_Magnaporthe oryzae chrysovirus 1
u192858	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	Rose cryptic virus 1_Pistacia cryptic virus
u192918	Pisuviricota	Duplopiviricetes	.	.	.	.
u192930	.	.	.	.	.	.
u192965	Lenarviricota	Allassoviricetes	.	.	.	.
u193025	Kitrinoviricota_Pisuviricota	.	.	.	.	.
u193035	.	.	.	.	.	.
u193059	Pisuviricota	.	.	.	.	.
u193068	Pisuviricota	Pisoniviricetes	.	.	.	.
u193098	Kitrinoviricota	Alsuviricetes	.	.	.	.
u193110	.	.	.	.	.	.
u193142	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u193161	Kitrinoviricota	.	.	.	.	.
u193321	Pisuviricota	Pisoniviricetes	.	.	.	.
u193338	Pisuviricota	Pisoniviricetes	.	.	.	.
u193483	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Rotavirus	Rotavirus A_Murine rotavirus_Rotavirus C_Rotavirus F_Rotavirus D
u193649	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u19372	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	.	.
u193734	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Aspergillus fumigatus botourmiavirus 1_Aspergillus pseudoviridinutans botourmiavirus 1
u193763	Duplornaviricota_Kitrinoviricota	.	.	.	.	.
u193793	.	.	.	.	.	.
u193844	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u193852	Duplornaviricota_Kitrinoviricota	Tolucaviricetes	.	.	.	.
u19386	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Orthoreovirus_Aquareovirus	Avian orthoreovirus_Aquareovirus C_Atlantic halibut reovirus_Aquareovirus A_Mammalian orthoreovirus_Pteropine orthoreovirus_Piscine orthoreovirus_Aquareovirus G_Piscine orthoreovirus 3_Wenling minipizza batfish reovirus 1
u193868	.	.	.	.	.	.
u193954	Pisuviricota	.	.	.	.	.
u193963	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae_Rhabdoviridae_Xinmoviridae	Sclerotimonavirus	Sclerotinia sclerotiorum negative-stranded RNA virus 4-A_Sclerotinia sclerotiorum negative-stranded RNA virus 2-A
u194041	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Saccharomyces cerevisiae virus L-A
u194116	.	.	.	.	.	.
u194125	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u194168	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u194231	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u194273	.	.	.	.	.	.
u194296	Kitrinoviricota_Pisuviricota	Alsuviricetes	.	.	.	.
u194434	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	.	.
u194460	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u194469	.	.	.	.	.	.
u194497	.	.	.	.	.	Agaricus bisporus spherical virus
u194500	.	.	.	.	.	.
u194512	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	.	.
u194563	Kitrinoviricota	Alsuviricetes	.	.	.	.
u194578	.	.	.	.	.	.
u194581	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u194595	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	Wyatt narna-like virus
u194635	.	.	.	.	.	.
u194659	Pisuviricota	Pisoniviricetes	Picornavirales	.	.	.
u194722	Lenarviricota	Miaviricetes	Ourlivirales	.	.	.
u194814	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	.
u194865	.	.	.	.	.	.
u194891	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	.	.
u194925	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	.
u195034	Kitrinoviricota	Alsuviricetes	Tymovirales	.	.	.
u195204	.	.	.	.	.	.
u195271	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Moku virus_Hubei tetragnatha maxillosa virus 2_Slow bee paralysis virus
u195515	Lenarviricota	Howeltoviricetes_Amabiliviricetes	Cryppavirales	Mitoviridae	.	.
u195619	Lenarviricota	Howeltoviricetes	.	.	.	.
u195632	Lenarviricota	Amabiliviricetes	Wolframvirales	.	.	.
u195880	Pisuviricota	Pisoniviricetes	.	.	.	.
u195939	Negarnaviricota	Yunchangviricetes	Goujianvirales	.	.	.
u195991	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u196004	Pisuviricota	Pisoniviricetes	.	.	.	.
u196010	Pisuviricota	Pisoniviricetes	.	.	.	.
u196044	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	.	.
u196074	.	.	.	.	.	.
u196139	Kitrinoviricota_Pisuviricota	Magsaviricetes_Pisoniviricetes_Alsuviricetes	Nodamuvirales	Nodaviridae	.	.
u196230	Lenarviricota	Allassoviricetes	Levivirales	.	.	.
u196248	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	.	.
